School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL,Year
Masconomet - Masconomet Regional Middle School,7050405,ELA,462,72,113,18,349,54,161,25,21,3,644,,511.3,59.9,625,85,2018
Masconomet - Masconomet Regional Middle School,7050405,MATH,467,73,79,12,388,60,153,24,24,4,644,,510.4,53.3,623,89,2018
Mashpee - Mashpee Middle School,1720020,ELA,143,54,21,8,122,46,96,37,24,9,263,,501.8,56.1,252,49,2018
Mashpee - Mashpee Middle School,1720020,MATH,138,52,12,5,126,48,107,41,18,7,263,,500,47.1,251,53,2018
Mashpee - Quashnet School,1720035,ELA,241,51,38,8,203,43,209,44,27,6,477,,501.4,54.2,354,48,2018
Mashpee - Quashnet School,1720035,MATH,223,47,23,5,200,42,209,44,44,9,476,,498.2,50.7,352,46,2018
Match Charter Public School (District) - Match Charter Public School,4690505,ELA,234,43,27,5,207,38,247,45,66,12,547,,495.8,57.9,417,27,2018
Match Charter Public School (District) - Match Charter Public School,4690505,MATH,216,39,11,2,205,37,275,50,61,11,552,,493.9,48.5,421,30,2018
Mattapoisett - Center,1730005,ELA,30,59,4,8,26,51,19,37,2,4,51,,504.6,,,62,2018
Mattapoisett - Center,1730005,MATH,23,45,3,6,20,39,27,53,1,2,51,,499.8,,,52,2018
Mattapoisett - Old Hammondtown,1730010,ELA,160,80,32,16,128,64,35,18,5,3,200,,513.9,59.7,190,91,2018
Mattapoisett - Old Hammondtown,1730010,MATH,143,72,27,14,116,58,52,26,5,3,200,,510.7,60.9,192,89,2018
Maynard - Fowler School,1740305,ELA,228,46,16,3,212,42,221,44,51,10,500,,496.4,41.8,487,30,2018
Maynard - Fowler School,1740305,MATH,212,42,18,4,194,38,243,48,52,10,507,,495.5,48.1,497,36,2018
Maynard - Green Meadow,1740010,ELA,43,45,2,2,41,43,46,48,6,6,95,,497.3,,,33,2018
Maynard - Green Meadow,1740010,MATH,36,38,4,4,32,33,42,44,18,19,96,,493.3,,,28,2018
Medfield - Dale Street,1750005,ELA,272,75,52,14,220,61,85,24,4,1,361,,512,52.6,357,87,2018
Medfield - Dale Street,1750005,MATH,257,72,55,15,202,56,93,26,9,3,359,,510.8,64.2,355,90,2018
Medfield - Ralph Wheelock School,1750007,ELA,122,68,21,12,101,56,53,30,4,2,179,,508.2,,,75,2018
Medfield - Ralph Wheelock School,1750007,MATH,122,68,20,11,102,57,52,29,5,3,179,,509.3,,,85,2018
Medfield - Thomas Blake Middle,1750305,ELA,406,65,59,10,347,56,193,31,21,3,620,,506.8,42.7,605,71,2018
Medfield - Thomas Blake Middle,1750305,MATH,455,73,87,14,368,59,156,25,11,2,622,,510,45.6,606,88,2018
Medford - Brooks School,1760130,ELA,142,68,22,10,120,57,58,28,10,5,210,,506.9,53,131,71,2018
Medford - Brooks School,1760130,MATH,114,54,22,10,92,44,77,37,19,9,210,,502.5,50.3,131,63,2018
Medford - John J McGlynn Elementary School,1760068,ELA,132,51,20,8,112,43,115,44,12,5,259,,502,49,162,51,2018
Medford - John J McGlynn Elementary School,1760068,MATH,92,36,9,4,83,32,137,53,28,11,257,,493.3,45.3,159,28,2018
Medford - John J. McGlynn Middle School,1760320,ELA,161,38,32,8,129,30,181,42,84,20,426,,493.5,56.3,388,20,2018
Medford - John J. McGlynn Middle School,1760320,MATH,112,26,6,1,106,25,234,55,80,19,426,,487.7,54.8,384,14,2018
Medford - Madeleine Dugger Andrews,1760315,ELA,256,53,45,9,211,44,183,38,46,9,485,,500.7,50.9,478,44,2018
Medford - Madeleine Dugger Andrews,1760315,MATH,240,49,37,8,203,42,206,42,39,8,485,,499.4,62.2,480,51,2018
Medford - Milton Fuller Roberts,1760150,ELA,141,51,13,5,128,47,110,40,23,8,274,,501.2,53.4,160,47,2018
Medford - Milton Fuller Roberts,1760150,MATH,108,39,9,3,99,36,126,46,40,15,274,,493.9,46.3,161,30,2018
Medford - Missituk Elementary School,1760140,ELA,65,39,7,4,58,35,83,49,20,12,168,,494.9,38,111,25,2018
Medford - Missituk Elementary School,1760140,MATH,63,38,6,4,57,34,72,43,33,20,168,,489.7,40.9,111,18,2018
Medway - Burke/Memorial Elementary School,1770015,ELA,213,64,54,16,159,47,114,34,8,2,335,,509.2,52.6,171,79,2018
Medway - Burke/Memorial Elementary School,1770015,MATH,215,64,40,12,175,52,106,32,14,4,335,,505.3,50.9,171,74,2018
Medway - Medway Middle,1770305,ELA,468,67,87,13,381,55,207,30,21,3,696,,508.9,52.4,692,78,2018
Medway - Medway Middle,1770305,MATH,461,66,65,9,396,57,209,30,25,4,695,,507.5,50.7,691,81,2018
Melrose - Herbert Clark Hoover,1780017,ELA,86,70,25,20,61,50,33,27,4,3,123,,512.4,46.7,81,88,2018
Melrose - Herbert Clark Hoover,1780017,MATH,78,63,23,19,55,44,42,34,4,3,124,,509.7,35.4,82,87,2018
Melrose - Horace Mann,1780025,ELA,114,84,27,20,87,64,19,14,2,1,135,,515.8,62.3,87,95,2018
Melrose - Horace Mann,1780025,MATH,100,75,14,11,86,65,31,23,2,2,133,,509.8,45.2,86,87,2018
Melrose - Lincoln,1780020,ELA,132,71,29,16,103,55,53,28,1,1,186,,511.6,60.2,114,86,2018
Melrose - Lincoln,1780020,MATH,123,66,25,13,98,53,56,30,7,4,186,,506.8,51.6,114,79,2018
Melrose - Melrose Middle,1780305,ELA,511,67,133,17,378,50,203,27,48,6,762,,508.8,51.6,738,78,2018
Melrose - Melrose Middle,1780305,MATH,475,62,63,8,412,54,256,34,31,4,762,,504.7,44.9,738,72,2018
Melrose - Roosevelt,1780035,ELA,134,70,12,6,122,64,53,28,4,2,191,,509.1,51.2,123,79,2018
Melrose - Roosevelt,1780035,MATH,122,64,26,14,96,50,58,30,11,6,191,,506.9,44.5,122,80,2018
Melrose - Winthrop,1780050,ELA,140,78,31,17,109,61,38,21,2,1,180,,514.4,58.3,117,93,2018
Melrose - Winthrop,1780050,MATH,124,69,24,13,100,56,53,29,3,2,180,,510.3,54.9,117,88,2018
Mendon-Upton - Henry P Clough,7100179,ELA,91,63,16,11,75,52,50,34,4,3,145,,507.9,51.2,83,74,2018
Mendon-Upton - Henry P Clough,7100179,MATH,79,55,7,5,72,50,56,39,9,6,144,,501.8,38,82,61,2018
Mendon-Upton - Memorial School,7100001,ELA,136,71,32,17,104,54,47,24,9,5,192,,513.1,50,98,90,2018
Mendon-Upton - Memorial School,7100001,MATH,123,64,24,13,99,52,56,29,13,7,192,,508.5,55.1,98,84,2018
Mendon-Upton - Miscoe Hill School,7100015,ELA,411,53,47,6,364,47,305,40,56,7,772,,501.1,36.1,752,46,2018
Mendon-Upton - Miscoe Hill School,7100015,MATH,396,51,45,6,351,46,330,43,45,6,771,,500.5,39.3,750,56,2018
Methuen - Comprehensive Grammar School,1810050,ELA,354,51,63,9,291,42,256,37,87,12,697,,499.9,53.1,564,41,2018
Methuen - Comprehensive Grammar School,1810050,MATH,309,44,57,8,252,36,301,43,86,12,696,,498.2,50.5,562,46,2018
Methuen - Donald P Timony Grammar,1810060,ELA,338,39,34,4,304,35,430,50,99,11,867,,494.2,45.4,705,22,2018
Methuen - Donald P Timony Grammar,1810060,MATH,338,39,42,5,296,34,433,50,94,11,865,,495,47.1,706,34,2018
Methuen - Marsh Grammar School,1810030,ELA,412,53,89,12,323,42,282,37,77,10,771,,503.2,55.8,618,55,2018
Methuen - Marsh Grammar School,1810030,MATH,342,44,31,4,311,40,344,45,85,11,771,,497.6,43.2,617,44,2018
Methuen - Tenney Grammar School,1810055,ELA,362,42,42,5,320,37,398,46,112,13,872,,495.7,45.5,705,27,2018
Methuen - Tenney Grammar School,1810055,MATH,322,37,30,3,292,33,413,47,138,16,873,,493.5,38,706,29,2018
Middleborough - Henry B. Burkland Elementary School,1820008,ELA,176,50,20,6,156,44,150,43,25,7,351,,500.3,39.9,241,43,2018
Middleborough - Henry B. Burkland Elementary School,1820008,MATH,178,51,35,10,143,41,138,39,34,10,350,,501.5,43.3,240,60,2018
Middleborough - John T. Nichols Middle,1820305,ELA,387,50,72,9,315,41,300,39,80,10,767,,500.7,59.3,734,44,2018
Middleborough - John T. Nichols Middle,1820305,MATH,361,47,31,4,330,43,335,44,68,9,764,,498.1,54.6,734,46,2018
Middleborough - Mary K. Goode Elementary School,1820010,ELA,140,39,8,2,132,37,179,50,36,10,355,,495.8,40.3,239,28,2018
Middleborough - Mary K. Goode Elementary School,1820010,MATH,177,50,27,8,150,42,149,42,28,8,354,,500.9,57.2,238,57,2018
Middleton - Howe-Manning,1840005,ELA,252,67,49,13,203,54,114,30,10,3,376,,509.1,52.3,285,79,2018
Middleton - Howe-Manning,1840005,MATH,234,62,43,11,191,51,128,34,14,4,376,,506.6,51.1,285,79,2018
Milford - Stacy Middle,1850305,ELA,467,50,79,8,388,41,363,39,112,12,942,,499.3,48.8,896,40,2018
Milford - Stacy Middle,1850305,MATH,362,38,26,3,336,36,471,50,108,11,941,,493.6,47.2,894,29,2018
Milford - Woodland,1850090,ELA,456,49,47,5,409,44,388,42,81,9,925,,499,53.1,574,39,2018
Milford - Woodland,1850090,MATH,412,44,36,4,376,41,424,46,90,10,926,,496.9,48.5,575,41,2018
Millbury - Elmwood Street,1860017,ELA,68,49,8,6,60,43,62,44,10,7,140,,501.9,,,50,2018
Millbury - Elmwood Street,1860017,MATH,56,40,4,3,52,37,66,47,18,13,140,,495,,,34,2018
Millbury - Millbury Junior/Senior High,1860505,ELA,110,42,6,2,104,40,123,47,30,11,263,,495.2,40.7,256,25,2018
Millbury - Millbury Junior/Senior High,1860505,MATH,127,48,6,2,121,46,121,46,14,5,262,,498.4,41,255,47,2018
Millbury - Raymond E. Shaw Elementary,1860025,ELA,217,51,33,8,184,43,171,40,41,10,429,,499.9,49.1,420,41,2018
Millbury - Raymond E. Shaw Elementary,1860025,MATH,186,43,9,2,177,41,206,48,37,9,429,,495.9,53.4,422,37,2018
Millis - Clyde F Brown,1870005,ELA,110,63,23,13,87,50,64,37,1,1,175,,508.5,69.8,73,77,2018
Millis - Clyde F Brown,1870005,MATH,102,58,23,13,79,45,67,38,7,4,176,,504.4,54.9,74,71,2018
Millis - Millis Middle,1870020,ELA,241,61,38,10,203,51,140,35,17,4,398,,505.3,56.2,386,65,2018
Millis - Millis Middle,1870020,MATH,249,63,38,10,211,53,139,35,10,3,398,,506,56.7,388,77,2018
Milton - Charles S Pierce Middle,1890410,ELA,526,59,92,10,434,49,308,34,59,7,893,,504.4,44,867,61,2018
Milton - Charles S Pierce Middle,1890410,MATH,573,64,87,10,486,54,280,31,39,4,892,,506,45.3,864,77,2018
Milton - Collicot,1890005,ELA,224,70,50,16,174,55,89,28,5,2,318,,511.7,54.5,192,86,2018
Milton - Collicot,1890005,MATH,223,70,43,14,180,57,90,28,5,2,318,,509.9,59.9,192,87,2018
Milton - Cunningham School,1890007,ELA,170,67,29,11,141,56,79,31,5,2,254,,508.9,54.5,166,78,2018
Milton - Cunningham School,1890007,MATH,175,69,22,9,153,60,70,28,9,4,254,,507.7,61.7,166,82,2018
Milton - Glover,1890010,ELA,233,80,58,20,175,60,52,18,5,2,290,,514.1,51.1,197,92,2018
Milton - Glover,1890010,MATH,233,81,65,23,168,58,47,16,8,3,288,,514.5,56.9,195,96,2018
Milton - Tucker,1890020,ELA,123,63,31,16,92,47,68,35,3,2,194,,510.2,59.1,122,82,2018
Milton - Tucker,1890020,MATH,127,65,28,14,99,51,66,34,3,2,196,,508.8,66.1,124,85,2018
Mohawk Trail - Buckland-Shelburne Regional,7170005,ELA,61,56,8,7,53,49,47,43,1,1,109,,503.9,51.5,74,58,2018
Mohawk Trail - Buckland-Shelburne Regional,7170005,MATH,45,41,6,5,39,35,55,50,10,9,110,,496.2,43.2,76,39,2018
Mohawk Trail - Colrain Central,7170010,ELA,23,45,1,2,22,43,25,49,3,6,51,,496.3,42.7,37,29,2018
Mohawk Trail - Colrain Central,7170010,MATH,18,35,0,0,18,35,27,53,6,12,51,,492,42.8,37,25,2018
Mohawk Trail - Mohawk Trail Regional School,7170505,ELA,54,43,10,8,44,35,51,40,22,17,127,,495.4,47.3,119,26,2018
Mohawk Trail - Mohawk Trail Regional School,7170505,MATH,52,41,5,4,47,37,64,50,12,9,128,,494.5,43.4,119,32,2018
Mohawk Trail - Sanderson Academy,7170020,ELA,27,46,3,5,24,41,31,53,1,2,59,,500,32.5,39,42,2018
Mohawk Trail - Sanderson Academy,7170020,MATH,22,37,2,3,20,34,34,58,3,5,59,,497,34.3,39,42,2018
Monomoy Regional School District - Chatham Elementary School,7120001,ELA,66,65,13,13,53,52,29,29,6,6,101,,506,51.7,43,68,2018
Monomoy Regional School District - Chatham Elementary School,7120001,MATH,31,31,2,2,29,29,55,54,15,15,101,,491.2,38.6,43,22,2018
Monomoy Regional School District - Harwich Elementary School,7120002,ELA,104,54,19,10,85,44,83,43,6,3,193,,504.4,43.7,90,61,2018
Monomoy Regional School District - Harwich Elementary School,7120002,MATH,99,51,14,7,85,44,84,43,11,6,194,,501.2,51.8,90,59,2018
Monomoy Regional School District - Monomoy Regional High School,7120515,ELA,79,56,10,7,69,49,45,32,18,13,142,,500.1,46.8,132,42,2018
Monomoy Regional School District - Monomoy Regional High School,7120515,MATH,76,54,2,1,74,52,57,40,9,6,142,,500.2,46,132,54,2018
Monomoy Regional School District - Monomoy Regional Middle School,7120315,ELA,234,54,30,7,204,47,178,41,24,6,436,,502.2,57.6,419,51,2018
Monomoy Regional School District - Monomoy Regional Middle School,7120315,MATH,232,53,23,5,209,48,169,39,33,8,434,,501.5,67.2,419,60,2018
Monson - Granite Valley Middle,1910310,ELA,131,48,18,7,113,42,121,44,20,7,272,,500.1,47.4,255,42,2018
Monson - Granite Valley Middle,1910310,MATH,106,39,5,2,101,37,139,51,27,10,272,,495.9,53.6,256,37,2018
Monson - Quarry Hill Community School *closed*,1910025,ELA,75,59,22,17,53,42,42,33,10,8,127,,507,61.8,62,72,2018
Monson - Quarry Hill Community School *closed*,1910025,MATH,75,59,9,7,66,52,43,34,9,7,127,,503.3,55.5,62,67,2018
Mount Greylock - Mt Greylock Regional High,7150505,ELA,135,75,61,34,74,41,41,23,4,2,180,,519,62.5,168,98,2018
Mount Greylock - Mt Greylock Regional High,7150505,MATH,114,64,17,9,97,54,58,32,7,4,179,,506.1,36.7,166,78,2018
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,ELA,476,61,63,8,413,53,299,38,7,1,782,,505.8,50.9,631,67,2018
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,MATH,436,56,57,7,379,48,325,42,21,3,782,,503.4,46.8,631,67,2018
Nahant - Johnson,1960010,ELA,40,55,5,7,35,48,32,44,1,1,73,,504.9,37.5,52,64,2018
Nahant - Johnson,1960010,MATH,38,53,2,3,36,50,30,42,4,6,72,,497.7,44.4,51,45,2018
Nantucket - Cyrus Peirce,1970010,ELA,141,42,27,8,114,34,139,41,55,16,335,,495.8,62.8,312,28,2018
Nantucket - Cyrus Peirce,1970010,MATH,107,32,6,2,101,30,171,51,56,17,334,,490.3,51.5,311,20,2018
Nantucket - Nantucket Intermediate School,1970020,ELA,151,43,24,7,127,36,177,50,27,8,355,,497.5,56.7,223,33,2018
Nantucket - Nantucket Intermediate School,1970020,MATH,110,31,11,3,99,28,195,55,50,14,355,,491.4,50.1,222,23,2018
Narragansett - Baldwinville Elementary,7200005,ELA,93,47,8,4,85,43,85,43,18,9,196,,498.9,61,97,38,2018
Narragansett - Baldwinville Elementary,7200005,MATH,62,32,3,2,59,30,97,50,36,18,195,,489.7,39.5,96,18,2018
Narragansett - Narragansett Middle,7200305,ELA,176,39,13,3,163,37,215,48,55,12,446,,494.5,46.5,426,23,2018
Narragansett - Narragansett Middle,7200305,MATH,193,43,10,2,183,41,212,48,40,9,445,,496.2,50.2,425,39,2018
Narragansett - Phillipston Memorial,7200003,ELA,18,51,1,3,17,49,12,34,5,14,35,,496.4,,18,30,2018
Narragansett - Phillipston Memorial,7200003,MATH,9,26,0,0,9,26,15,43,11,31,35,,482.9,,18,7,2018
Nashoba - Center School,7250020,ELA,223,76,44,15,179,61,65,22,6,2,294,,512.5,57.7,189,89,2018
Nashoba - Center School,7250020,MATH,220,75,53,18,167,57,70,24,3,1,293,,511.8,58.2,188,92,2018
Nashoba - Florence Sawyer School,7250025,ELA,376,78,73,15,303,63,97,20,7,1,480,,513.7,55.8,397,91,2018
Nashoba - Florence Sawyer School,7250025,MATH,361,75,72,15,289,60,115,24,4,1,480,,512.2,55.6,400,92,2018
Nashoba - Hale,7250310,ELA,224,76,54,18,170,58,60,20,9,3,293,,512.4,52.1,287,88,2018
Nashoba - Hale,7250310,MATH,242,82,49,17,193,66,45,15,7,2,294,,513.2,52,285,94,2018
Nashoba - Luther Burbank Middle School,7250305,ELA,174,73,60,25,114,48,44,18,22,9,240,,514.8,58.4,226,93,2018
Nashoba - Luther Burbank Middle School,7250305,MATH,166,69,32,13,134,56,53,22,20,8,239,,510.1,59.5,225,88,2018
Nashoba - Mary Rowlandson Elementary,7250010,ELA,145,64,21,9,124,55,68,30,14,6,227,,507.9,59.3,134,74,2018
Nashoba - Mary Rowlandson Elementary,7250010,MATH,135,59,14,6,121,53,81,35,13,6,229,,504.7,48.2,137,72,2018
Natick - Bennett-Hemenway,1980005,ELA,165,67,38,15,127,52,71,29,10,4,246,,509.9,66.5,124,81,2018
Natick - Bennett-Hemenway,1980005,MATH,136,55,33,13,103,42,90,37,20,8,246,,504.4,55.1,126,71,2018
Natick - Brown,1980010,ELA,110,56,25,13,85,43,74,37,14,7,198,,502.1,47.6,104,51,2018
Natick - Brown,1980010,MATH,109,55,27,14,82,41,69,35,20,10,198,,504.3,39.4,104,70,2018
Natick - J F Kennedy Middle School,1980305,ELA,411,66,71,11,340,54,193,31,20,3,624,,507.9,52.7,613,74,2018
Natick - J F Kennedy Middle School,1980305,MATH,433,70,81,13,352,57,174,28,16,3,623,,508.7,62.1,611,84,2018
Natick - Johnson,1980031,ELA,54,64,10,12,44,52,24,28,7,8,85,,506.2,58.8,46,68,2018
Natick - Johnson,1980031,MATH,53,62,10,12,43,51,20,24,12,14,85,,503.7,52.9,46,68,2018
Natick - Lilja Elementary,1980035,ELA,109,63,27,16,82,47,60,35,4,2,173,,507.6,50.8,87,74,2018
Natick - Lilja Elementary,1980035,MATH,106,61,17,10,89,51,60,35,7,4,173,,505.7,42.5,87,76,2018
Natick - Memorial,1980043,ELA,131,76,41,24,90,52,41,24,1,1,173,,514.3,51,75,92,2018
Natick - Memorial,1980043,MATH,121,70,30,17,91,53,51,29,1,1,173,,511.6,41.7,75,92,2018
Natick - Wilson Middle,1980310,ELA,593,64,99,11,494,53,264,28,73,8,930,,505.8,52,907,67,2018
Natick - Wilson Middle,1980310,MATH,617,66,120,13,497,53,253,27,62,7,932,,507.1,60.1,906,80,2018
Nauset - Nauset Regional Middle,6600305,ELA,327,61,61,11,266,50,174,32,36,7,537,,505.4,48.6,509,66,2018
Nauset - Nauset Regional Middle,6600305,MATH,309,58,26,5,283,53,202,38,26,5,537,,502.6,50.2,509,64,2018
Needham - Broadmeadow,1990005,ELA,228,78,43,15,185,63,63,22,2,1,293,,512.9,50.3,202,90,2018
Needham - Broadmeadow,1990005,MATH,204,70,34,12,170,58,85,29,4,1,293,,509.8,46.8,202,87,2018
Needham - High Rock School,1990410,ELA,354,80,109,24,245,55,85,19,6,1,445,,517.4,62.9,418,97,2018
Needham - High Rock School,1990410,MATH,354,80,105,24,249,56,88,20,3,1,445,,515.7,68.1,417,97,2018
Needham - John Eliot,1990020,ELA,139,67,30,15,109,53,66,32,1,0,206,,509.3,55.9,146,80,2018
Needham - John Eliot,1990020,MATH,127,62,23,11,104,50,73,35,6,3,206,,505.5,47.1,146,75,2018
Needham - Newman Elementary,1990050,ELA,215,65,29,9,186,57,105,32,9,3,329,,507.3,51.4,221,73,2018
Needham - Newman Elementary,1990050,MATH,183,56,26,8,157,48,121,37,25,8,329,,501.9,52.5,223,61,2018
Needham - Pollard Middle,1990405,ELA,689,82,289,35,400,48,126,15,21,3,836,,520.4,67.1,798,99,2018
Needham - Pollard Middle,1990405,MATH,682,82,216,26,466,56,144,17,8,1,834,,517.2,56.8,803,98,2018
Needham - Sunita L. Williams Elementary,1990035,ELA,174,74,25,11,149,63,59,25,2,1,235,,510.9,59.9,160,84,2018
Needham - Sunita L. Williams Elementary,1990035,MATH,163,69,30,13,133,57,65,28,7,3,235,,509.7,54.4,160,87,2018
Needham - William Mitchell,1990040,ELA,181,72,43,17,138,55,69,27,1,0,251,,512.1,51.1,163,88,2018
Needham - William Mitchell,1990040,MATH,176,70,27,11,149,59,69,27,6,2,251,,508.5,53.9,163,84,2018
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,ELA,170,50,32,9,138,41,134,40,33,10,337,,501.4,53.1,257,50,2018
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,MATH,103,31,6,2,97,29,184,55,50,15,337,,491.3,46.9,257,23,2018
New Bedford - Abraham Lincoln,2010095,ELA,137,38,13,4,124,35,190,53,31,9,358,,494.8,45.2,247,24,2018
New Bedford - Abraham Lincoln,2010095,MATH,130,36,9,3,121,34,185,52,43,12,358,,493.1,60.4,246,27,2018
New Bedford - Alfred J Gomes,2010063,ELA,87,38,5,2,82,36,98,43,42,19,227,,493.5,55.6,119,20,2018
New Bedford - Alfred J Gomes,2010063,MATH,93,41,11,5,82,36,84,37,50,22,227,,492.5,46.5,119,26,2018
New Bedford - Betsey B Winslow,2010140,ELA,76,47,10,6,66,40,75,46,12,7,163,,498.6,51,93,37,2018
New Bedford - Betsey B Winslow,2010140,MATH,68,42,6,4,62,38,74,45,21,13,163,,495.4,49.8,93,35,2018
New Bedford - Carlos Pacheco,2010105,ELA,71,41,6,3,65,37,88,50,16,9,175,,496,53.8,111,28,2018
New Bedford - Carlos Pacheco,2010105,MATH,72,41,5,3,67,39,89,51,13,7,174,,496.2,61.9,110,38,2018
New Bedford - Casimir Pulaski,2010123,ELA,166,59,31,11,135,48,96,34,19,7,281,,505,59.7,174,64,2018
New Bedford - Casimir Pulaski,2010123,MATH,162,58,23,8,139,49,92,33,27,10,281,,501.9,63.4,174,61,2018
New Bedford - Charles S Ashley,2010010,ELA,61,43,5,4,56,39,68,48,13,9,142,,496.2,34.9,90,29,2018
New Bedford - Charles S Ashley,2010010,MATH,57,40,7,5,50,35,70,49,15,11,142,,495.8,39.8,90,37,2018
New Bedford - Elizabeth Carter Brooks,2010015,ELA,65,51,9,7,56,44,48,38,14,11,127,,498.4,48.6,81,37,2018
New Bedford - Elizabeth Carter Brooks,2010015,MATH,69,54,7,6,62,49,51,40,7,6,127,,501.9,53.2,81,61,2018
New Bedford - Ellen R Hathaway,2010075,ELA,53,37,6,4,47,32,73,50,19,13,145,,493,51.6,94,19,2018
New Bedford - Ellen R Hathaway,2010075,MATH,51,35,14,10,37,26,82,57,12,8,145,,496,61.3,94,38,2018
New Bedford - Elwyn G Campbell,2010020,ELA,45,45,6,6,39,39,45,45,9,9,99,,497.3,56.2,57,33,2018
New Bedford - Elwyn G Campbell,2010020,MATH,32,32,0,0,32,32,59,60,8,8,99,,491.9,44.7,57,24,2018
New Bedford - Hayden/McFadden,2010078,ELA,64,26,8,3,56,22,128,51,58,23,250,,489.6,41.4,147,12,2018
New Bedford - Hayden/McFadden,2010078,MATH,61,24,1,0,60,24,119,48,70,28,250,,486.2,41.1,147,12,2018
New Bedford - Irwin M. Jacobs Elementary School,2010070,ELA,53,40,7,5,46,35,61,47,17,13,131,,495.8,40.1,79,28,2018
New Bedford - Irwin M. Jacobs Elementary School,2010070,MATH,35,27,2,2,33,25,67,51,29,22,131,,487.2,25.3,80,13,2018
New Bedford - James B Congdon,2010040,ELA,103,60,11,6,92,53,67,39,2,1,172,,504.5,64,105,62,2018
New Bedford - James B Congdon,2010040,MATH,126,73,24,14,102,59,43,25,3,2,172,,510.3,73.8,105,88,2018
New Bedford - Jireh Swift,2010130,ELA,57,48,7,6,50,42,60,50,2,2,119,,501,55.9,76,46,2018
New Bedford - Jireh Swift,2010130,MATH,38,32,1,1,37,31,69,58,12,10,119,,492.1,48.7,76,25,2018
New Bedford - John Avery Parker,2010115,ELA,26,25,0,0,26,25,64,63,12,12,102,,490.3,42.3,65,13,2018
New Bedford - John Avery Parker,2010115,MATH,18,18,0,0,18,18,58,57,25,25,101,,482.5,35,64,7,2018
New Bedford - John B Devalles,2010050,ELA,56,32,3,2,53,30,98,56,21,12,175,,492.8,40.8,101,18,2018
New Bedford - John B Devalles,2010050,MATH,50,29,6,3,44,25,102,59,22,13,174,,492.8,40.8,102,27,2018
New Bedford - Keith Middle School,2010405,ELA,165,21,10,1,155,20,399,50,230,29,794,,482.6,40.7,753,5,2018
New Bedford - Keith Middle School,2010405,MATH,170,21,18,2,152,19,385,47,256,32,811,,482.2,33.5,764,6,2018
New Bedford - Normandin Middle School,2010410,ELA,260,22,10,1,250,21,569,49,335,29,"1,164",,483,39.4,"1,072",5,2018
New Bedford - Normandin Middle School,2010410,MATH,205,18,9,1,196,17,632,54,325,28,"1,162",,481.3,32.2,"1,072",6,2018
New Bedford - Renaissance Community Innovation School,2010124,ELA,28,31,3,3,25,28,59,66,3,3,90,,495.7,51.8,49,27,2018
New Bedford - Renaissance Community Innovation School,2010124,MATH,33,37,5,6,28,31,46,51,11,12,90,,493.6,67.4,49,29,2018
New Bedford - Roosevelt Middle School,2010415,ELA,179,25,8,1,171,24,343,48,197,27,719,,484.3,46.9,650,6,2018
