school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Attleboro - Cyril K. Brennan Middle School,00160315,SCI,          61,38,           6,4,          55,34,          64,40,          37,23,         162,99,     492.0,,,19,2022,ALL,white
Attleboro - Hill-Roberts Elementary School,00160045,ELA,          44,40,           6,5,          38,34,          52,47,          15,14,         111,100,     494.9,          36.6,          55,36,2022,ALL,white
Attleboro - Hill-Roberts Elementary School,00160045,MATH,          49,45,           2,2,          47,43,          47,43,          14,13,         110,100,     493.9,          48.4,          55,37,2022,ALL,white
Attleboro - Hyman Fine Elementary School,00160040,ELA,          55,47,           7,6,          48,41,          53,46,           8,7,         116,99,     499.3,          54.7,          63,56,2022,ALL,white
Attleboro - Hyman Fine Elementary School,00160040,MATH,          55,47,           6,5,          49,42,          53,46,           8,7,         116,99,     498.6,          60.4,          63,56,2022,ALL,white
Attleboro - Peter Thacher Elementary School,00160050,ELA,          41,44,           5,5,          36,38,          40,43,          13,14,          94,99,     498.9,          48.5,          42,54,2022,ALL,white
Attleboro - Peter Thacher Elementary School,00160050,MATH,          43,46,           1,1,          42,45,          37,39,          14,15,          94,99,     497.9,          60.3,          42,53,2022,ALL,white
Attleboro - Robert J. Coelho Middle School,00160305,ELA,         140,36,          14,4,         126,33,         198,51,          49,13,         387,100,     493.3,          45.8,         374,29,2022,ALL,white
Attleboro - Robert J. Coelho Middle School,00160305,MATH,         180,47,          20,5,         160,42,         180,47,          24,6,         384,99,     498.6,          50.4,         371,56,2022,ALL,white
Attleboro - Robert J. Coelho Middle School,00160305,SCI,         105,54,          19,10,          86,44,          77,39,          14,7,         196,98,     501.7,,,55,2022,ALL,white
Attleboro - Thomas Willett Elementary School,00160035,ELA,          37,38,           5,5,          32,33,          49,51,          11,11,          97,100,     494.8,          42.2,          41,36,2022,ALL,white
